"ID","AI_REASON","AMOUNT","CATEGORY","DESCRIPTION","RISK_SCORE","STATUS","TIMESTAMP","USER_ID"
"228","Standard transaction","19.99","Utilities","Book - Hacker Ethics and Computer Security","0.0","CONFIRMED","2026-05-07 08:10:00","16"
"229","Standard transaction","81.0","Entertainment","Bowling Alley","0.0","CONFIRMED","2026-05-07 08:20:28.673539","14"
"230","High amount","261.0","Clothes","Hollister","0.25","CONFIRMED","2026-05-07 08:40:28.676076","65"
"231","High amount","245.0","Health","Dental Checkup","0.3","REJECTED","2026-05-07 09:00:28.68006","86"
"232","Standard transaction","72.0","Food","Farmers Market","0.0","CONFIRMED","2026-05-07 09:20:28.682055","13"
"233","Standard transaction","33.0","Clothes","Nike Store","0.0","CONFIRMED","2026-05-07 09:40:28.685057","7"
"234","Standard transaction","21.0","Transport","Airport Duty Free","0.0","CONFIRMED","2026-05-07 10:00:28.687515","9"
"235","Standard transaction","82.0","Clothes","Zara","0.0","CONFIRMED","2026-05-07 10:20:28.689492","45"
"236","Standard transaction","102.0","Utilities","Cloud Storage (iCloud/Drive)","0.0","REJECTED","2026-05-07 10:40:28.692505","96"
"237","Standard transaction","56.0","Food","Supermarket","0.0","CONFIRMED","2026-05-07 11:00:28.694996","51"
"238","Standard transaction","36.0","Beauty","Amazon","0.0","CONFIRMED","2026-05-07 11:20:28.70001","35"
"239","Standard transaction","28.0","Transport","Car Wash","0.0","CONFIRMED","2026-05-07 11:40:28.703006","97"
"240","Standard transaction","256.0","Utilities","Online Course Subscription","0.0","CONFIRMED","2026-05-07 12:00:28.705022","88"
"241","Standard transaction","34.99","Subscriptions","LinkedIn Premium","0.0","CONFIRMED","2026-05-07 12:20:28.708109","86"
"242","Standard transaction","134.0","Utilities","Waste Tax","0.0","CONFIRMED","2026-05-07 12:40:28.712514","68"
"243","Standard transaction","129.0","Shopping","Amazon","0.0","CONFIRMED","2026-05-07 13:00:28.716045","29"
"244","Anomaly amount","1214.0","Insurance","Travel Insurance","0.5","REJECTED","2026-05-07 13:20:28.718064","58"
"245","High amount","170.0","Utilities","Electricity Bill","0.25","REJECTED","2026-05-07 13:40:28.720045","62"
"246","Anomaly amount","350.0","Shopping","IKEA Furniture","0.4","CONFIRMED","2026-05-07 14:00:28.722045","40"
"247","Standard transaction","65.0","Food","Farmers Market","0.0","CONFIRMED","2026-05-07 14:20:28.72509","42"
"248","Standard transaction","9.95","Subscriptions","Audible Subscription","0.0","CONFIRMED","2026-05-07 14:40:28.727099","35"
"249","Anomaly amount; High-risk category (Cyber)","7047.0","Cyber","VPN Service","1.0","REJECTED","2026-05-07 15:00:28.732556","42"
"250","Standard transaction","458.0","Shopping","Home Decor","0.0","CONFIRMED","2026-05-07 15:20:28.739089","23"
"251","High-risk category (Cyber)","8716.0","Cyber","DarkWeb Entry","0.7","REJECTED","2026-05-07 15:40:28.741091","99"
"252","Standard transaction","16.0","Health","Dental Checkup","0.0","CONFIRMED","2026-05-07 16:00:28.743086","16"
"253","Standard transaction","64.0","Health","Vitamin Store","0.0","CONFIRMED","2026-05-07 16:20:28.746985","42"
"254","Anomaly amount","460.0","Shopping","Bookstore","0.5","REJECTED","2026-05-07 16:40:28.749996","21"
"255","Standard transaction","53.0","Food","Patisserie","0.0","CONFIRMED","2026-05-07 17:00:28.751996","100"
"256","Standard transaction","35.0","Transport","Uber","0.0","CONFIRMED","2026-05-07 17:20:28.754019","24"
"257","Standard transaction","186.0","Shopping","Toy Store","0.0","CONFIRMED","2026-05-07 17:40:28.757117","99"
"258","Subscription price mismatch (expected $4.99)","99.99","Subscriptions","Amazon Prime","0.4","REJECTED","2026-05-07 17:50:00","87"
"259","Standard transaction","91.0","Health","Optician Visit","0.0","CONFIRMED","2026-05-07 18:00:28.759127","69"
"260","Standard transaction","31.0","Transport","Train Ticket","0.0","CONFIRMED","2026-05-07 18:20:28.76258","77"
"261","Anomaly amount","563.0","Shopping","Electronics Store","0.5","CONFIRMED","2026-05-07 18:40:28.766295","28"
"262","Standard transaction","56.0","Utilities","Mobile Phone Plan","0.0","CONFIRMED","2026-05-07 19:00:28.768295","68"
"263","Standard transaction","296.0","Insurance","Travel Insurance","0.0","CONFIRMED","2026-05-07 19:20:28.770293","13"
"264","Standard transaction","95.0","Food","Street Food Festival","0.0","CONFIRMED","2026-05-07 19:40:28.773293","73"
"265","Standard transaction","126.0","Utilities","Cloud Storage (iCloud/Drive)","0.0","CONFIRMED","2026-05-07 20:00:28.7758","96"
"266","High amount","1109.0","Travel","Travel Agency Package","0.25","CONFIRMED","2026-05-07 20:20:28.780022","90"
"267","Suspicious keyword in non-cyber category","70.0","Utilities","Zero-day Exploit Kit v.4.2","0.7","REJECTED","2026-05-07 20:50:00","71"
"268","Standard transaction","8.99","Subscriptions","Disney+","0.0","CONFIRMED","2026-05-07 20:40:28.783019","32"
"269","Standard transaction","12.0","Subscriptions","Online Newspaper","0.0","CONFIRMED","2026-05-07 21:00:28.78502","75"
"270","Standard transaction","206.0","Clothes","Children's Clothing","0.0","REJECTED","2026-05-07 21:20:28.78809","97"
"271","Standard transaction","262.0","Health","Personal Trainer Session","0.0","CONFIRMED","2026-05-07 21:40:28.791194","6"
"272","High-risk category (Cyber); Unusual nighttime hour","4935.0","Cyber","VPN Service","0.85","REJECTED","2026-05-07 22:00:28.794192","99"
"273","Unusual nighttime hour, not for online shop","105.0","Shopping","Apple Store","0.1","CONFIRMED","2026-05-07 22:20:28.79872","91"
"274","Unusual nighttime hour","193.0","Entertainment","Cinema","0.15","REJECTED","2026-05-07 22:40:28.801722","28"
"275","Unusual nighttime hour","51.99","Shopping","Amazon","0.15","CONFIRMED","2026-05-07 22:42:00","72"
"276","High amount; Unusual nighttime hour","285.0","Shopping","eBay Purchase","0.4","CONFIRMED","2026-05-07 23:00:28.80372","8"
"277","Unusual nighttime hour","87.0","Health","Vitamin Store","0.15","REJECTED","2026-05-07 23:20:28.80624","85"
"278","Unusual nighttime hour","30.99","Utilities","Tutorial: How to stop a Hacker (Vol. 1)","0.15","CONFIRMED","2026-05-07 23:30:00","93"
"279","Unusual nighttime hour","48.0","Transport","Parking Fee","0.15","REJECTED","2026-05-07 23:40:28.809386","46"
"280","Unusual nighttime hour, not for online shop","166.0","Entertainment","PlayStation Store","0.25","CONFIRMED","2026-05-08 00:00:28.814458","16"
"281","Unusual nighttime hour","294.0","Health","Doctor Visit","0.15","REJECTED","2026-05-08 00:20:28.815996","6"
"282","Unusual nighttime hour, not for online shop","222.0","Entertainment","Steam","0.25","CONFIRMED","2026-05-08 00:40:28.819495","66"
"283","Unusual nighttime hour, not for automatic renewal","119.0","Utilities","VPN Service","0.1","CONFIRMED","2026-05-08 01:00:28.822577","45"
"284","Unusual nighttime hour","237.0","Insurance","Home Insurance","0.15","REJECTED","2026-05-08 01:20:28.82513","67"
"285","Anomaly amount; High-risk category (Cyber); Unusual nighttime hour","9739.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-08 01:40:28.828145","82"
"286","Unusual nighttime hour","122.0","Beauty","Skincare Clinic","0.15","REJECTED","2026-05-08 02:00:28.831137","95"
"287","Unusual nighttime hour","145.0","Entertainment","Tennis Court Rental","0.15","REJECTED","2026-05-08 02:20:28.834139","86"
"288","Unusual nighttime hour","43.0","Entertainment","PlayStation Store","0.15","REJECTED","2026-05-08 02:40:28.838383","34"
"289","Unusual nighttime hour, not for automatic renewal","17.99","Subscriptions","Netflix","0.1","CONFIRMED","2026-05-08 03:00:28.842396","29"
"290","Unusual nighttime hour","1456.0","Travel","Ryanair","0.15","REJECTED","2026-05-08 03:20:28.845921","31"
"291","Unusual nighttime hour","384.0","Clothes","Footwear Store","0.15","REJECTED","2026-05-08 03:40:28.848309","57"
"292","Unusual nighttime hour","40.0","Transport","Luggage Storage","0.15","REJECTED","2026-05-08 04:00:28.850295","15"
"293","Unusual nighttime hour, not for automatic renewal","102.0","Utilities","Mobile Phone Plan","0.1","CONFIRMED","2026-05-08 04:20:28.852314","1"
"294","Unusual nighttime hour","127.0","Health","Doctor Visit","0.15","REJECTED","2026-05-08 04:40:28.854294","34"
"295","Unusual nighttime hour","40.0","Transport","Gas Station","0.15","CONFIRMED","2026-05-08 05:00:28.855296","50"
"296","Unusual nighttime hour, not for automatic renewal","163.0","Utilities","VPN Service","0.1","CONFIRMED","2026-05-08 05:20:28.857404","27"
"297","Unusual nighttime hour","39.0","Beauty","Spa Treatment","0.15","REJECTED","2026-05-08 05:40:28.859402","11"
"298","Unusual nighttime hour, not for automatic renewal","10.99","Subscriptions","Spotify","0.1","CONFIRMED","2026-05-08 06:00:28.861403","17"
"299","Anomaly amount; High-risk category (Cyber); Unusual nighttime hour","9649.0","Cyber","DarkWeb Entry","1.0","REJECTED","2026-05-08 06:20:28.864911","67"
"300","Unusual nighttime hour","274.0","Clothes","Zara","0.15","REJECTED","2026-05-08 06:40:28.867922","89"
"301","Unusual nighttime hour","10.0","Beauty","Amazon","0.15","CONFIRMED","2026-05-08 06:51:00","67"
"302","Unusual nighttime hour","14.0","Entertainment","Museum Entry","0.15","REJECTED","2026-05-08 07:00:28.869921","16"
"303","Standard transaction","26.0","Utilities","Gas Bill","0.0","CONFIRMED","2026-05-08 07:20:28.871921","9"
"304","Anomaly amount; High-risk category (Cyber)","1721.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-08 07:40:28.873928","53"
"305","High-risk category (Cyber)","5629.0","Cyber","VPN Service","0.7","REJECTED","2026-05-08 08:00:28.876478","99"
"306","Standard transaction","70.0","Beauty","Fragrance Store","0.0","CONFIRMED","2026-05-08 08:20:28.879479","7"
"307","Standard transaction","20.0","Subscriptions","ChatGPT Plus","0.0","CONFIRMED","2026-05-08 08:40:28.881477","15"
"308","Anomaly amount","366.0","Shopping","Office Supplies","0.5","REJECTED","2026-05-08 09:00:28.883479","46"
"309","Standard transaction","47.0","Food","Street Food Festival","0.0","CONFIRMED","2026-05-08 09:20:28.885007","58"
"310","Standard transaction","4.99","Insurance","Pet Insurance","0.0","CONFIRMED","2026-05-08 09:37:00","63"
"311","Standard transaction","4.99","Insurance","Pet Insurance","0.0","CONFIRMED","2026-05-08 09:37:02","63"
"312","Standard transaction","4.99","Insurance","Pet Insurance","0.0","CONFIRMED","2026-05-08 09:37:04","63"
"313","Standard transaction","4.99","Insurance","Pet Insurance","0.0","CONFIRMED","2026-05-08 09:37:06","63"
"314","High velocity (5 trans. in < 3min)","4.99","Insurance","Pet Insurance","0.6","REJECTED","2026-05-08 09:37:08","63"
"315","Standard transaction","68.0","Entertainment","Gym Membership","0.0","CONFIRMED","2026-05-08 09:40:28.888018","28"
"316","Anomaly amount; High-risk category (Cyber)","1328.0","Cyber","VPN Service","1.0","REJECTED","2026-05-08 10:00:28.890364","8"
"317","Anomaly amount; High-risk category (Cyber)","4241.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-08 10:20:28.892371","10"
"318","High amount","234.0","Health","Pharmacy","0.3","REJECTED","2026-05-08 10:40:28.89488","47"
"319","Standard transaction","86.0","Entertainment","Tennis Court Rental","0.0","CONFIRMED","2026-05-08 11:00:28.898299","49"
"320","Anomaly amount","963.0","Insurance","Travel Insurance","0.5","REJECTED","2026-05-08 11:20:28.900298","44"
"321","Standard transaction","32.0","Beauty","Skincare Clinic","0.0","CONFIRMED","2026-05-08 11:40:28.902434","91"
"322","High amount","305.0","Utilities","Water Bill","0.3","REJECTED","2026-05-08 12:00:28.941492","23"
"323","Anomaly amount","1255.0","Insurance","Travel Insurance","0.5","REJECTED","2026-05-08 12:20:29.007703","39"
"324","High amount","254.0","Utilities","Electricity Bill","0.3","REJECTED","2026-05-08 12:40:29.012799","25"
"325","Standard transaction","120.99","Utilities","Anti-Hacker Firewall Annual Subscription","0.0","CONFIRMED","2026-05-08 12:50:00","43"
"326","Standard transaction","9.95","Subscriptions","Audible Subscription","0.0","CONFIRMED","2026-05-08 13:00:29.015308","34"
"327","High amount","409.0","Shopping","Pet Shop Supplies","0.25","REJECTED","2026-05-08 13:20:29.018333","51"
"328","Standard transaction","356.0","Clothes","Children's Clothing","0.0","CONFIRMED","2026-05-08 13:40:29.023837","33"
"329","High amount","217.0","Utilities","Mobile Phone Plan","0.3","REJECTED","2026-05-08 14:00:29.036881","43"
"330","Standard transaction","160.0","Utilities","Water Bill","0.0","CONFIRMED","2026-05-08 14:20:29.038883","27"
"331","High amount","235.0","Entertainment","Cinema","0.3","REJECTED","2026-05-08 14:40:29.040882","30"
"332","High-risk category (Cyber)","6929.0","Cyber","DarkWeb Entry","0.7","REJECTED","2026-05-08 15:00:29.044258","99"
"333","Anomaly amount","1058.0","Travel","Hotel Booking","0.5","CONFIRMED","2026-05-08 15:20:29.047304","76"
"334","High amount","185.0","Entertainment","Golf Course Fee","0.25","CONFIRMED","2026-05-08 15:40:29.050303","16"
"335","High amount","202.0","Entertainment","Tennis Court Rental","0.3","REJECTED","2026-05-08 16:00:29.052302","59"
"336","Standard transaction","65.0","Food","Wine Shop","0.0","CONFIRMED","2026-05-08 16:20:29.054303","98"
"337","Standard transaction","3.0","Transport","Parking Fee","0.0","CONFIRMED","2026-05-08 16:40:29.056825","40"
"338","Standard transaction","133.0","Entertainment","Amusement Park","0.0","CONFIRMED","2026-05-08 17:00:29.059456","11"
"339","Subscription price mismatch (expected $10.99)","100.99","Subscriptions","Spotify","0.4","REJECTED","2026-05-08 16:50:00","15"
"340","Standard transaction","119.0","Travel","Hotel Booking","0.0","CONFIRMED","2026-05-08 17:20:29.061941","54"
"341","Anomaly amount; High-risk category (Cyber)","9050.0","Cyber","VPN Service","1.0","REJECTED","2026-05-08 17:40:29.063942","96"
"342","Standard transaction","10.99","Subscriptions","Spotify","0.0","CONFIRMED","2026-05-08 18:00:29.066455","60"
"343","Standard transaction","52.0","Food","Pizza Delivery","0.0","CONFIRMED","2026-05-08 18:20:29.067463","25"
"344","Standard transaction","750.5","Travel","Hotel Booking","0.0","CONFIRMED","2026-05-08 18:13:00","12"
"345","Standard transaction","753.5","Travel","Hotel Booking","0.0","CONFIRMED","2026-05-08 18:13:02","12"
"346","Standard transaction","756.5","Travel","Hotel Booking","0.0","CONFIRMED","2026-05-08 18:13:04","12"
"347","Standard transaction","759.5","Travel","Hotel Booking","0.0","CONFIRMED","2026-05-08 18:13:06","12"
"348","High velocity (5 trans. in < 3min)","762.5","Travel","Hotel Booking","0.6","REJECTED","2026-05-08 18:13:08","12"
"349","Standard transaction","316.0","Clothes","Zara","0.0","CONFIRMED","2026-05-08 18:40:29.069462","18"
"350","High amount","543.0","Shopping","Pet Shop Supplies","0.3","REJECTED","2026-05-08 19:00:29.070462","24"
"351","High amount","219.0","Entertainment","Cinema","0.3","REJECTED","2026-05-08 19:20:29.072464","82"
"352","Suspicious keyword in non-cyber category","1200.0","Travel","Hire-a-Hacker professional services deposit","0.7","REJECTED","2026-05-08 19:21:00","82"
"353","Standard transaction","10.99","Subscriptions","Spotify","0.0","CONFIRMED","2026-05-08 19:40:29.073465","3"
"354","Standard transaction","9.95","Subscriptions","Audible Subscription","0.0","CONFIRMED","2026-05-08 20:00:29.075981","29"
"355","Anomaly amount","1231.0","Travel","Travel Agency Package","0.5","REJECTED","2026-05-08 20:20:29.077985","17"
"356","Standard transaction","238.0","Entertainment","Golf Course Fee","0.0","CONFIRMED","2026-05-08 20:40:29.080998","20"
"357","Standard transaction","12.0","Subscriptions","Online Newspaper","0.0","CONFIRMED","2026-05-08 21:00:29.081981","17"
"358","High amount","469.0","Shopping","Apple Store","0.25","CONFIRMED","2026-05-08 21:20:29.083982","48"
"359","Standard transaction","329.0","Utilities","Software License","0.0","CONFIRMED","2026-05-08 21:40:29.086067","76"
"360","High amount; High-risk category (Cyber); Unusual nighttime hour","2425.0","Cyber","VPN Service","1.0","REJECTED","2026-05-08 22:00:29.087066","19"
"361","Unusual nighttime hour, not for online shop","257.0","Travel","Ryanair","0.1","CONFIRMED","2026-05-08 22:20:29.089068","58"
"362","Unusual nighttime hour, not for online shop","301.0","Clothes","Nike Store","0.1","REJECTED","2026-05-08 22:40:29.092071","2"
"363","Unusual nighttime hour","96.0","Food","Patisserie","0.15","CONFIRMED","2026-05-08 23:00:29.096535","77"
"364","Unusual nighttime hour","46.0","Transport","Public Transport Pass","0.15","CONFIRMED","2026-05-08 23:20:29.098545","51"
"365","Unusual nighttime hour","13.49","Shopping","Amazon","0.15","CONFIRMED","2026-05-08 23:22:00","81"
"366","Unusual nighttime hour","190.0","Health","Therapy Session","0.15","REJECTED","2026-05-08 23:40:29.100547","30"
"367","Unusual nighttime hour","112.0","Food","Starbucks","0.15","CONFIRMED","2026-05-09 00:00:29.103544","85"
"368","Unusual nighttime hour","31.0","Entertainment","Escape Room","0.15","CONFIRMED","2026-05-09 00:20:29.10756","62"
"369","Unusual nighttime hour","9.99","Beauty","Amazon","0.15","CONFIRMED","2026-05-09 00:33:00","75"
"370","Unusual nighttime hour","67.0","Beauty","Nail Salon","0.15","REJECTED","2026-05-09 00:40:29.112572","1"
"371","Unusual nighttime hour","252.0","Shopping","Toy Store","0.15","REJECTED","2026-05-09 01:00:29.116962","11"
"372","Unusual nighttime hour","47.0","Food","Street Food Festival","0.15","REJECTED","2026-05-09 01:20:29.11899","2"
"373","Unusual nighttime hour","62.0","Food","Street Food Festival","0.15","REJECTED","2026-05-09 01:40:29.120965","2"
"374","Unusual nighttime hour","70.0","Food","Sushi Bar","0.15","REJECTED","2026-05-09 02:00:29.125014","59"
"375","Unusual nighttime hour","28.0","Transport","Parking Fee","0.15","CONFIRMED","2026-05-09 02:20:29.127622","30"
"376","Unusual nighttime hour; Subscription price mismatch (expected $4.99)","10.99","Subscriptions","Amazon Prime","0.5","REJECTED","2026-05-09 02:30:00","34"
"377","Anomaly amount; Unusual nighttime hour","405.0","Clothes","Children's Clothing","0.65","REJECTED","2026-05-09 02:40:29.130633","55"
"378","Anomaly amount; High-risk category (Cyber); Unusual nighttime hour","1385.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-09 03:00:29.132798","27"
"379","High amount; High-risk category (Cyber); Unusual nighttime hour","3979.0","Cyber","DarkWeb Entry","1.0","REJECTED","2026-05-09 03:20:29.13589","82"
"380","Unusual nighttime hour","138.0","Entertainment","PlayStation Store","0.15","REJECTED","2026-05-09 03:40:29.138012","21"
"381","Unusual nighttime hour","68.0","Health","Doctor Visit","0.15","REJECTED","2026-05-09 04:00:29.14016","47"
"382","Anomaly amount; Unusual nighttime hour","250.0","Health","Yoga Class","0.65","REJECTED","2026-05-09 04:20:29.14235","75"
"383","Unusual nighttime hour","184.0","Utilities","Water Bill","0.15","REJECTED","2026-05-09 04:40:29.146224","58"
"384","Unusual nighttime hour","257.0","Clothes","Children's Clothing","0.15","REJECTED","2026-05-09 05:00:29.149238","97"
"385","Unusual nighttime hour","161.0","Entertainment","Amusement Park","0.15","REJECTED","2026-05-09 05:20:29.151235","68"
"386","Unusual nighttime hour","74.0","Food","McDonalds","0.15","REJECTED","2026-05-09 05:40:29.152232","50"
"387","Unusual nighttime hour","270.0","Utilities","Online Course Subscription","0.15","REJECTED","2026-05-09 06:00:29.154257","77"
"388","Unusual nighttime hour, not for automatic renewal","10.99","Subscriptions","Spotify","0.1","CONFIRMED","2026-05-09 06:20:29.156265","43"
"389","Unusual nighttime hour","304.0","Insurance","Home Insurance","0.15","CONFIRMED","2026-05-09 06:40:29.157265","41"
"390","Standard transaction","219.0","Utilities","VPN Service","0.0","CONFIRMED","2026-05-09 07:00:29.159266","100"
"391","Standard transaction","216.0","Shopping","Amazon","0.0","CONFIRMED","2026-05-09 07:20:29.162268","37"
"392","Standard transaction","25.0","Food","Sushi Bar","0.0","CONFIRMED","2026-05-09 07:40:29.164267","96"
"393","High amount","275.0","Health","Yoga Class","0.3","REJECTED","2026-05-09 08:00:29.167471","3"
"394","Anomaly amount","992.0","Insurance","Travel Insurance","0.5","REJECTED","2026-05-09 08:20:29.169472","9"
"395","Standard transaction","20.0","Subscriptions","ChatGPT Plus","0.0","CONFIRMED","2026-05-09 08:40:29.173472","23"
"396","Standard transaction","19.0","Health","Yoga Class","0.0","CONFIRMED","2026-05-09 09:00:29.175986","54"
"397","Standard transaction","213.0","Shopping","Toy Store","0.0","CONFIRMED","2026-05-09 09:20:29.177989","97"
"398","Standard transaction","25.99","Utilities","Workshop: Exploit Mitigation Techniques","0.0","CONFIRMED","2026-05-09 09:30:00","88"
"399","Standard transaction","107.0","Beauty","Fragrance Store","0.0","CONFIRMED","2026-05-09 09:40:29.180986","36"
"400","Standard transaction","63.0","Shopping","eBay Purchase","0.0","CONFIRMED","2026-05-09 10:00:29.182988","67"
"401","Anomaly amount","443.0","Clothes","Nike Store","0.5","REJECTED","2026-05-09 10:20:29.186411","50"
"402","Standard transaction","54.0","Health","Doctor Visit","0.0","CONFIRMED","2026-05-09 10:40:29.18841","68"
"403","Standard transaction","86.0","Food","Sushi Bar","0.0","CONFIRMED","2026-05-09 11:00:29.190409","68"
"404","Standard transaction","17.99","Subscriptions","Netflix","0.0","CONFIRMED","2026-05-09 11:20:29.192408","35"
"405","High amount","283.0","Utilities","Gas Bill","0.25","REJECTED","2026-05-09 11:40:29.193431","36"
"406","Standard transaction","183.0","Utilities","Internet Provider","0.0","CONFIRMED","2026-05-09 12:00:29.195951","27"
"407","Standard transaction","124.0","Beauty","Hair Salon","0.0","CONFIRMED","2026-05-09 12:20:29.197956","1"
"408","High amount","61.0","Health","Therapy Session","0.25","CONFIRMED","2026-05-09 12:40:29.200327","52"
"409","Standard transaction","47.0","Health","Vitamin Store","0.0","CONFIRMED","2026-05-09 13:00:29.202641","38"
"410","Standard transaction","97.0","Shopping","IKEA Furniture","0.0","CONFIRMED","2026-05-09 13:20:29.203642","72"
"411","Standard transaction","63.0","Health","Vitamin Store","0.0","CONFIRMED","2026-05-09 13:40:29.206201","3"
"412","Standard transaction","40.5","Shopping","Amazon","0.0","CONFIRMED","2026-05-09 13:45:00","43"
"413","Standard transaction","43.5","Shopping","Amazon","0.0","CONFIRMED","2026-05-09 13:45:02","43"
"414","Standard transaction","46.5","Shopping","Amazon","0.0","CONFIRMED","2026-05-09 13:45:04","43"
"415","Standard transaction","49.5","Shopping","Amazon","0.0","CONFIRMED","2026-05-09 13:45:06","43"
"416","High velocity (5 trans. in < 3min)","52.5","Shopping","Amazon","0.6","REJECTED","2026-05-09 13:45:08","43"
"417","Standard transaction","166.0","Shopping","eBay Purchase","0.0","CONFIRMED","2026-05-09 14:00:29.208489","19"
"418","High amount","586.0","Shopping","eBay Purchase","0.3","REJECTED","2026-05-09 14:20:29.209926","99"
"419","Anomaly amount","1123.0","Travel","Ryanair","0.5","CONFIRMED","2026-05-09 14:40:29.212933","51"
"420","Standard transaction","94.0","Food","Street Food Festival","0.0","CONFIRMED","2026-05-09 15:00:29.215439","80"
"421","Standard transaction","63.0","Beauty","Barber Shop","0.0","CONFIRMED","2026-05-09 15:20:29.217447","44"
"422","Standard transaction","29.0","Transport","Parking Fee","0.0","CONFIRMED","2026-05-09 15:40:29.21945","50"
"423","Anomaly amount; High-risk category (Cyber)","5332.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-09 16:00:29.220448","96"
"424","High amount","106.0","Utilities","Gas Bill","0.25","CONFIRMED","2026-05-09 16:20:29.222461","64"
"425","Standard transaction","94.0","Food","Wine Shop","0.0","CONFIRMED","2026-05-09 16:40:29.223973","63"
"426","New user with significant amount; High-risk category (Cyber)","2926.0","Cyber","VPN Service","0.8999999999999999","REJECTED","2026-05-09 17:00:29.224994","78"
"427","Standard transaction","84.0","Entertainment","Golf Course Fee","0.0","CONFIRMED","2026-05-09 17:20:29.226019","34"
"428","Anomaly amount; High-risk category (Cyber)","5912.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-09 17:40:29.229024","6"
"429","High amount","182.0","Shopping","Office Supplies","0.25","CONFIRMED","2026-05-09 18:00:29.232084","62"
"430","High-risk category (Cyber)","4089.0","Cyber","Crypto Exchange","0.7","REJECTED","2026-05-09 18:20:29.234066","82"
"431","Standard transaction","29.0","Clothes","Luxury Fashion","0.0","CONFIRMED","2026-05-09 18:40:29.23613","17"
"432","Anomaly amount; High-risk category (Cyber)","3495.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-09 19:00:29.23813","19"
"433","High amount","273.0","Travel","Hotel Booking","0.25","CONFIRMED","2026-05-09 19:20:29.240137","68"
"434","Standard transaction","41.0","Health","Optician Visit","0.0","CONFIRMED","2026-05-09 19:40:29.242328","57"
"435","Standard transaction","9.95","Subscriptions","Audible Subscription","0.0","CONFIRMED","2026-05-09 20:00:29.246353","87"
"436","Subscription price mismatch (expected $20.00)","200.0","Subscriptions","ChatGPT Plus","0.4","REJECTED","2026-05-09 20:10:00","66"
"437","Standard transaction","10.99","Subscriptions","Spotify","0.0","CONFIRMED","2026-05-09 20:20:29.248366","3"
"438","Standard transaction","131.0","Shopping","Electronics Store","0.0","REJECTED","2026-05-09 20:40:29.251373","24"
"439","Standard transaction","4.99","Subscriptions","Amazon Prime","0.0","CONFIRMED","2026-05-09 21:00:29.25648","98"
"440","High-risk category (Cyber)","2190.0","Cyber","DarkWeb Entry","0.7","REJECTED","2026-05-09 21:20:29.259998","99"
"441","Unusual nighttime hour","62.0","Beauty","Sephora","0.15","REJECTED","2026-05-09 21:40:29.268574","51"
"442","Unusual nighttime hour","169.99","Utilities","Ethical Hacker Certification Course","0.15","CONFIRMED","2026-05-09 21:45:00","27"
"443","Unusual nighttime hour","25.0","Beauty","Barber Shop","0.15","CONFIRMED","2026-05-09 22:00:29.270562","51"
"444","High-risk category (Cyber); Unusual nighttime hour","3982.0","Cyber","DarkWeb Entry","0.85","REJECTED","2026-05-09 22:20:29.272577","99"
"445","Anomaly amount; High-risk category (Cyber); Unusual nighttime hour","4555.0","Cyber","Crypto Exchange","1.0","REJECTED","2026-05-09 22:40:29.283496","54"
"446","Unusual nighttime hour","33.4","Beauty","Amazon","0.15","CONFIRMED","2026-05-09 22:57:00","49"
"447","High amount; Unusual nighttime hour","1270.0","Travel","Car Rental","0.5","REJECTED","2026-05-09 23:00:29.286016","96"
"448","Unusual nighttime hour","136.0","Health","Doctor Visit","0.15","REJECTED","2026-05-09 23:20:29.288459","33"
"449","Unusual nighttime hour","29.0","Food","Business Lunch","0.15","REJECTED","2026-05-09 23:40:29.290458","54"
"450","Unusual nighttime hour","38.0","Transport","Highway Toll","0.15","CONFIRMED","2026-05-10 00:00:29.292458","18"
"451","Unusual nighttime hour, not for automatic renewal","64.0","Utilities","Cloud Storage (iCloud/Drive)","0.1","CONFIRMED","2026-05-10 00:20:29.297127","11"
"452","Unusual nighttime hour, not for automatic renewal","10.99","Subscriptions","Spotify","0.1","CONFIRMED","2026-05-10 00:40:29.30012","84"
"453","Unusual nighttime hour","60.0","Beauty","Barber Shop","0.15","REJECTED","2026-05-10 01:00:29.302136","89"
"454","Unusual nighttime hour","139.0","Entertainment","Concert Ticket","0.15","REJECTED","2026-05-10 01:20:29.30412","43"
"455","High-risk category (Cyber); Unusual nighttime hour","7069.0","Cyber","VPN Service","0.85","REJECTED","2026-05-10 01:40:29.307176","99"
"456","Anomaly amount; High-risk category (Cyber); Unusual nighttime hour","9124.0","Cyber","VPN Service","1.0","REJECTED","2026-05-10 02:00:29.30957","17"
"457","High-risk category (Cyber); Unusual nighttime hour","2503.0","Cyber","Crypto Exchange","0.85","REJECTED","2026-05-10 02:20:29.313571","99"
"458","High-risk category (Cyber); Unusual nighttime hour","1400.0","Cyber","DarkWeb Entry","0.85","REJECTED","2026-05-10 02:40:29.316002","99"
